 0.2 5538.43
 0.20012 5535.84
 0.20024 5533.23
 0.20036 5530.61
 0.20048 5527.97
 0.2006 5525.32
 0.20072 5522.65
 0.20084 5519.96
 0.20096 5517.26
 0.20108 5514.55
 0.2012 5511.81
 0.20132 5509.06
 0.20144 5506.3
 0.20156 5503.52
 0.20168 5500.72
 0.2018 5497.91
 0.20192 5495.08
 0.20204 5492.23
 0.20216 5489.37
 0.20228 5486.49
 0.2024 5483.59
 0.20252 5480.67
 0.20264 5477.74
 0.20276 5474.79
 0.20288 5471.82
 0.203 5468.83
 0.20312 5465.82
 0.20324 5462.79
 0.20336 5459.75
 0.20348 5456.69
 0.2036 5453.61
 0.20372 5450.5
 0.20384 5447.39
 0.20396 5444.25
 0.20408 5441.09
 0.2042 5437.91
 0.20432 5434.72
 0.20444 5431.5
 0.20456 5428.27
 0.20468 5425.01
 0.2048 5421.74
 0.20492 5418.44
 0.20504 5415.13
 0.20516 5411.8
 0.20528 5408.45
 0.2054 5405.08
 0.20552 5401.69
 0.20564 5398.29
 0.20576 5394.86
 0.20588 5391.42
 0.206 5387.97
 0.20612 5384.49
 0.20624 5381
 0.20636 5377.49
 0.20648 5373.97
 0.2066 5370.43
 0.20672 5366.88
 0.20684 5363.31
 0.20696 5359.72
 0.20708 5356.12
 0.2072 5352.51
 0.20732 5348.88
 0.20744 5345.24
 0.20756 5341.58
 0.20768 5337.91
 0.2078 5334.23
 0.20792 5330.53
 0.20804 5326.83
 0.20816 5323.1
 0.20828 5319.37
 0.2084 5315.62
 0.20852 5311.87
 0.20864 5308.1
 0.20876 5304.32
 0.20888 5300.52
 0.209 5296.72
 0.20912 5292.91
 0.20924 5289.08
 0.20936 5285.24
 0.20948 5281.4
 0.2096 5277.54
 0.20972 5273.67
 0.20984 5269.8
 0.20996 5265.91
 0.21008 5262.01
 0.2102 5258.11
 0.21032 5254.19
 0.21044 5250.27
 0.21056 5246.34
 0.21068 5242.4
 0.2108 5238.45
 0.21092 5234.5
 0.21104 5230.53
 0.21116 5226.56
 0.21128 5222.58
 0.2114 5218.6
 0.21152 5214.61
 0.21164 5210.61
 0.21176 5206.61
 0.21188 5202.6
 0.212 5198.58
 0.21212 5194.56
 0.21224 5190.53
 0.21236 5186.5
 0.21248 5182.47
 0.2126 5178.43
 0.21272 5174.38
 0.21284 5170.34
 0.21296 5166.28
 0.21308 5162.23
 0.2132 5158.17
 0.21332 5154.11
 0.21344 5150.05
 0.21356 5145.98
 0.21368 5141.92
 0.2138 5137.85
 0.21392 5133.78
 0.21404 5129.71
 0.21416 5125.63
 0.21428 5121.56
 0.2144 5117.49
 0.21452 5113.42
 0.21464 5109.34
 0.21476 5105.27
 0.21488 5101.2
 0.215 5097.13
 0.21512 5093.06
 0.21524 5088.99
 0.21536 5084.93
 0.21548 5080.86
 0.2156 5076.8
 0.21572 5072.74
 0.21584 5068.68
 0.21596 5064.63
 0.21608 5060.57
 0.2162 5056.53
 0.21632 5052.48
 0.21644 5048.45
 0.21656 5044.41
 0.21668 5040.38
 0.2168 5036.36
 0.21692 5032.34
 0.21704 5028.32
 0.21716 5024.32
 0.21728 5020.32
 0.2174 5016.32
 0.21752 5012.34
 0.21764 5008.36
 0.21776 5004.39
 0.21788 5000.43
 0.218 4996.47
 0.21812 4992.53
 0.21824 4988.6
 0.21836 4984.67
 0.21848 4980.76
 0.2186 4976.85
 0.21872 4972.96
 0.21884 4969.08
 0.21896 4965.21
 0.21908 4961.36
 0.2192 4957.51
 0.21932 4953.68
 0.21944 4949.86
 0.21956 4946.06
 0.21968 4942.27
 0.2198 4938.49
 0.21992 4934.73
 0.22004 4930.98
 0.22016 4927.25
 0.22028 4923.54
 0.2204 4919.84
 0.22052 4916.16
 0.22064 4912.5
 0.22076 4908.85
 0.22088 4905.23
 0.221 4901.62
 0.22112 4898.03
 0.22124 4894.46
 0.22136 4890.91
 0.22148 4887.37
 0.2216 4883.86
 0.22172 4880.37
 0.22184 4876.9
 0.22196 4873.45
 0.22208 4870.03
 0.2222 4866.62
 0.22232 4863.23
 0.22244 4859.87
 0.22256 4856.53
 0.22268 4853.2
 0.2228 4849.9
 0.22292 4846.62
 0.22304 4843.36
 0.22316 4840.12
 0.22328 4836.91
 0.2234 4833.71
 0.22352 4830.53
 0.22364 4827.38
 0.22376 4824.24
 0.22388 4821.13
 0.224 4818.03
 0.22412 4814.96
 0.22424 4811.91
 0.22436 4808.87
 0.22448 4805.86
 0.2246 4802.87
 0.22472 4799.9
 0.22484 4796.95
 0.22496 4794.02
 0.22508 4791.11
 0.2252 4788.23
 0.22532 4785.36
 0.22544 4782.51
 0.22556 4779.68
 0.22568 4776.88
 0.2258 4774.09
 0.22592 4771.33
 0.22604 4768.58
 0.22616 4765.86
 0.22628 4763.16
 0.2264 4760.47
 0.22652 4757.81
 0.22664 4755.17
 0.22676 4752.55
 0.22688 4749.95
 0.227 4747.37
 0.22712 4744.81
 0.22724 4742.27
 0.22736 4739.75
 0.22748 4737.25
 0.2276 4734.78
 0.22772 4732.32
 0.22784 4729.89
 0.22796 4727.48
 0.22808 4725.09
 0.2282 4722.72
 0.22832 4720.37
 0.22844 4718.04
 0.22856 4715.74
 0.22868 4713.46
 0.2288 4711.2
 0.22892 4708.96
 0.22904 4706.74
 0.22916 4704.55
 0.22928 4702.37
 0.2294 4700.22
 0.22952 4698.1
 0.22964 4695.99
 0.22976 4693.91
 0.22988 4691.84
 0.23 4689.8
 0.23012 4687.79
 0.23024 4685.79
 0.23036 4683.82
 0.23048 4681.87
 0.2306 4679.95
 0.23072 4678.04
 0.23084 4676.16
 0.23096 4674.3
 0.23108 4672.46
 0.2312 4670.65
 0.23132 4668.85
 0.23144 4667.08
 0.23156 4665.34
 0.23168 4663.61
 0.2318 4661.91
 0.23192 4660.22
 0.23204 4658.56
 0.23216 4656.92
 0.23228 4655.31
 0.2324 4653.72
 0.23252 4652.14
 0.23264 4650.6
 0.23276 4649.07
 0.23288 4647.57
 0.233 4646.09
 0.23312 4644.63
 0.23324 4643.2
 0.23336 4641.79
 0.23348 4640.4
 0.2336 4639.04
 0.23372 4637.7
 0.23384 4636.38
 0.23396 4635.09
 0.23408 4633.82
 0.2342 4632.57
 0.23432 4631.35
 0.23444 4630.15
 0.23456 4628.98
 0.23468 4627.83
 0.2348 4626.7
 0.23492 4625.6
 0.23504 4624.53
 0.23516 4623.48
 0.23528 4622.45
 0.2354 4621.45
 0.23552 4620.47
 0.23564 4619.51
 0.23576 4618.58
 0.23588 4617.68
 0.236 4616.79
 0.23612 4615.93
 0.23624 4615.1
 0.23636 4614.28
 0.23648 4613.5
 0.2366 4612.73
 0.23672 4611.99
 0.23684 4611.27
 0.23696 4610.58
 0.23708 4609.9
 0.2372 4609.26
 0.23732 4608.63
 0.23744 4608.03
 0.23756 4607.45
 0.23768 4606.89
 0.2378 4606.36
 0.23792 4605.85
 0.23804 4605.36
 0.23816 4604.89
 0.23828 4604.45
 0.2384 4604.03
 0.23852 4603.64
 0.23864 4603.26
 0.23876 4602.91
 0.23888 4602.58
 0.239 4602.27
 0.23912 4601.99
 0.23924 4601.73
 0.23936 4601.49
 0.23948 4601.27
 0.2396 4601.07
 0.23972 4600.9
 0.23984 4600.75
 0.23996 4600.62
 0.24008 4600.51
 0.2402 4600.42
 0.24032 4600.35
 0.24044 4600.31
 0.24056 4600.29
 0.24068 4600.28
 0.2408 4600.3
 0.24092 4600.34
 0.24104 4600.4
 0.24116 4600.49
 0.24128 4600.59
 0.2414 4600.71
 0.24152 4600.85
 0.24164 4601.02
 0.24176 4601.2
 0.24188 4601.41
 0.242 4601.64
 0.24212 4601.88
 0.24224 4602.15
 0.24236 4602.44
 0.24248 4602.74
 0.2426 4603.07
 0.24272 4603.42
 0.24284 4603.78
 0.24296 4604.17
 0.24308 4604.58
 0.2432 4605.01
 0.24332 4605.45
 0.24344 4605.92
 0.24356 4606.41
 0.24368 4606.91
 0.2438 4607.44
 0.24392 4607.98
 0.24404 4608.55
 0.24416 4609.13
 0.24428 4609.73
 0.2444 4610.36
 0.24452 4611
 0.24464 4611.66
 0.24476 4612.34
 0.24488 4613.04
 0.245 4613.75
 0.24512 4614.49
 0.24524 4615.25
 0.24536 4616.02
 0.24548 4616.82
 0.2456 4617.63
 0.24572 4618.46
 0.24584 4619.31
 0.24596 4620.18
 0.24608 4621.06
 0.2462 4621.97
 0.24632 4622.89
 0.24644 4623.83
 0.24656 4624.79
 0.24668 4625.76
 0.2468 4626.76
 0.24692 4627.77
 0.24704 4628.8
 0.24716 4629.84
 0.24728 4630.9
 0.2474 4631.98
 0.24752 4633.08
 0.24764 4634.19
 0.24776 4635.32
 0.24788 4636.46
 0.248 4637.62
 0.24812 4638.8
 0.24824 4639.99
 0.24836 4641.2
 0.24848 4642.43
 0.2486 4643.66
 0.24872 4644.92
 0.24884 4646.19
 0.24896 4647.47
 0.24908 4648.77
 0.2492 4650.08
 0.24932 4651.41
 0.24944 4652.75
 0.24956 4654.1
 0.24968 4655.47
 0.2498 4656.85
 0.24992 4658.24
 0.25004 4659.65
 0.25016 4661.06
 0.25028 4662.49
 0.2504 4663.93
 0.25052 4665.38
 0.25064 4666.85
 0.25076 4668.32
 0.25088 4669.8
 0.251 4671.3
 0.25112 4672.8
 0.25124 4674.31
 0.25136 4675.84
 0.25148 4677.37
 0.2516 4678.9
 0.25172 4680.45
 0.25184 4682.01
 0.25196 4683.57
 0.25208 4685.14
 0.2522 4686.72
 0.25232 4688.3
 0.25244 4689.9
 0.25256 4691.5
 0.25268 4693.11
 0.2528 4694.73
 0.25292 4696.35
 0.25304 4697.99
 0.25316 4699.63
 0.25328 4701.28
 0.2534 4702.94
 0.25352 4704.6
 0.25364 4706.28
 0.25376 4707.96
 0.25388 4709.65
 0.254 4711.35
 0.25412 4713.06
 0.25424 4714.78
 0.25436 4716.51
 0.25448 4718.24
 0.2546 4719.99
 0.25472 4721.74
 0.25484 4723.5
 0.25496 4725.27
 0.25508 4727.05
 0.2552 4728.83
 0.25532 4730.63
 0.25544 4732.43
 0.25556 4734.24
 0.25568 4736.06
 0.2558 4737.89
 0.25592 4739.73
 0.25604 4741.58
 0.25616 4743.43
 0.25628 4745.29
 0.2564 4747.16
 0.25652 4749.04
 0.25664 4750.92
 0.25676 4752.82
 0.25688 4754.72
 0.257 4756.63
 0.25712 4758.54
 0.25724 4760.47
 0.25736 4762.4
 0.25748 4764.34
 0.2576 4766.29
 0.25772 4768.25
 0.25784 4770.21
 0.25796 4772.18
 0.25808 4774.16
 0.2582 4776.14
 0.25832 4778.13
 0.25844 4780.13
 0.25856 4782.14
 0.25868 4784.16
 0.2588 4786.18
 0.25892 4788.21
 0.25904 4790.24
 0.25916 4792.29
 0.25928 4794.34
 0.2594 4796.4
 0.25952 4798.46
 0.25964 4800.54
 0.25976 4802.62
 0.25988 4804.7
 0.26 4806.8
 0.26012 4808.9
 0.26024 4811.01
 0.26036 4813.13
 0.26048 4815.26
 0.2606 4817.39
 0.26072 4819.53
 0.26084 4821.68
 0.26096 4823.83
 0.26108 4825.99
 0.2612 4828.16
 0.26132 4830.34
 0.26144 4832.53
 0.26156 4834.72
 0.26168 4836.92
 0.2618 4839.13
 0.26192 4841.35
 0.26204 4843.57
 0.26216 4845.8
 0.26228 4848.04
 0.2624 4850.29
