x,y
0.586045,0.541453
0.564069,0.504386
0.554317,0.505183
0.600299,0.504967
0.579797,0.486928
0.548106,0.534977
0.553023,0.471461
0.614765,0.497746
0.553317,0.52166
0.560401,0.545131
0.579111,0.539269
0.583928,0.487749
0.596098,0.518817
0.623837,0.498916
0.557466,0.527715
0.626485,0.54333
0.61219,0.542693
0.570849,0.509609
0.551173,0.517623
0.613077,0.48017
0.555367,0.466178
0.599497,0.476105
0.612257,0.540437
0.561017,0.504755
0.607632,0.535843
0.622496,0.528717
0.552823,0.478041
0.568899,0.45888
0.562086,0.526169
0.548881,0.514935
0.597363,0.536455
0.601096,0.485364
0.635822,0.542346
0.635509,0.539194
0.635051,0.499175
0.546586,0.522678
0.616201,0.462334
0.36591,0.459776
0.431456,0.45795
0.395867,0.492383
0.376733,0.459497
0.383891,0.459727
0.373109,0.537472
0.450621,0.495307
0.427251,0.506228
0.432988,0.532389
0.434412,0.51632
0.380318,0.500954
0.416302,0.527066
0.439624,0.51543
0.403166,0.533551
0.422087,0.481154
0.423837,0.542138
0.366199,0.455099
0.449158,0.510998
0.391975,0.475937
0.364246,0.539944
0.388925,0.498667
0.368106,0.496745
0.428836,0.511165
0.411906,0.531035
0.373555,0.535402
0.38506,0.500484
0.404805,0.50263
0.42676,0.473873
0.466857,0.496349
0.510613,0.524358
0.462581,0.484191
0.462409,0.477944
0.495915,0.500039
0.531684,0.51412
0.467168,0.474018
0.486522,0.527857
0.543781,0.534523
0.476623,0.49997
0.52707,0.492352
0.542113,0.493643
0.469819,0.544656
0.488985,0.485375
0.468013,0.542049
0.463406,0.497974
0.513309,0.490776
0.461511,0.482114
0.483742,0.477368
0.494503,0.535348
0.541482,0.45634
0.497799,0.506841
0.49927,0.525049
0.458113,0.48483
0.507553,0.50901
0.492868,0.50645
0.513657,0.516583
0.480644,0.540284
0.520629,0.497975
0.473255,0.475765
0.516306,0.495505
0.525783,0.49281
0.516446,0.538568
0.492191,0.528033
0.533826,0.493542
0.532496,0.488305
0.518614,0.461704
0.587558,0.298059
0.622056,0.287837
0.599292,0.291183
0.618635,0.295228
0.580979,0.299222
0.559511,0.325989
0.619395,0.356683
0.568305,0.297757
0.545497,0.341309
0.555327,0.33455
0.578505,0.279132
0.583185,0.361658
0.63194,0.316665
0.586677,0.356812
0.6063,0.308785
0.563257,0.277606
0.549683,0.334254
0.561055,0.331803
0.614358,0.281261
0.620668,0.323504
0.596495,0.273611
0.610135,0.360591
0.604903,0.346517
0.60118,0.330935
0.557937,0.31305
0.551134,0.276538
0.548582,0.296996
0.582354,0.349449
0.552122,0.320432
0.371542,0.321908
0.376848,0.288596
0.414602,0.347731
0.418781,0.307939
0.382188,0.352235
0.416878,0.330538
0.430724,0.27959
0.383569,0.284041
0.41767,0.287134
0.38458,0.337172
0.436436,0.318774
0.420523,0.323072
0.38299,0.318394
0.390409,0.288543
0.366188,0.335561
0.451695,0.309842
0.442471,0.321085
0.393581,0.336583
0.404059,0.281875
0.387832,0.32151
0.437164,0.336441
0.400119,0.289761
0.416033,0.359359
0.374186,0.292899
0.423337,0.359227
0.410361,0.301128
0.449331,0.277165
0.489201,0.335713
0.514839,0.315076
0.497446,0.326399
0.497712,0.284447
0.542852,0.349491
0.469107,0.33119
0.503763,0.338553
0.499459,0.301953
0.480127,0.320931
0.461653,0.33836
0.488064,0.301362
0.520394,0.280649
0.499036,0.349116
0.490308,0.314091
0.480396,0.306403
0.535087,0.346661
0.481804,0.305837
0.476556,0.317359
0.517903,0.285477
0.497342,0.338716
0.537388,0.346336
0.471948,0.347459
0.487396,0.348675
0.542443,0.353558
0.461884,0.309504
0.50784,0.281585
0.533216,0.349815
0.543863,0.363114
0.621759,0.394521
0.616337,0.3871
0.577783,0.417105
0.599623,0.402855
0.570997,0.418358
0.58917,0.402548
0.631978,0.391436
0.57513,0.389994
0.629562,0.390105
0.599718,0.396812
0.602826,0.377721
0.590988,0.406957
0.594104,0.39921
0.61242,0.388238
0.617514,0.367801
0.567871,0.447229
0.614811,0.422455
0.613386,0.366254
0.551144,0.442282
0.621364,0.441499
0.606808,0.418007
0.592644,0.379268
0.572368,0.427923
0.546191,0.454379
0.611773,0.437993
0.558466,0.428155
0.575091,0.391027
0.608403,0.402938
0.58119,0.385428
0.374707,0.425558
0.43755,0.416034
0.408675,0.391653
0.453193,0.401372
0.429279,0.404318
0.36886,0.436426
0.37076,0.39316
0.421623,0.364092
0.386217,0.384225
0.445695,0.375198
0.430108,0.40585
0.392782,0.406619
0.420064,0.448577
0.403011,0.434334
0.422431,0.429944
0.414282,0.378788
0.364324,0.42385
0.364413,0.441581
0.436177,0.382613
0.380283,0.375501
0.39148,0.390982
0.378564,0.395377
0.412514,0.395921
0.373856,0.404441
0.392592,0.392955
0.367099,0.452139
0.42872,0.453726
0.394502,0.450823
0.41937,0.366544
0.452463,0.369916
0.408638,0.447638
0.490825,0.398912
0.543814,0.382153
0.512344,0.417456
0.474604,0.424094
0.534267,0.425009
0.485286,0.420607
0.472919,0.375885
0.487997,0.372564
0.541755,0.368089
0.526876,0.421786
0.535835,0.447971
0.542024,0.37176
0.466108,0.438626
0.495832,0.378159
0.479526,0.40611
0.474046,0.446996
0.540373,0.365872
0.469723,0.365001
0.527618,0.36477
0.517612,0.371181
0.522693,0.370686
0.518704,0.453803
0.475642,0.36744
0.514374,0.432634
0.533586,0.369826
0.508291,0.432315
0.53465,0.413256
0.530536,0.450635
0.470952,0.386218
0.454948,0.440701
0.517029,0.420655
0.511073,0.402025
0.531228,0.398653
0.504939,0.443859
0.514741,0.421869
