x,y
0.452652,0.0575221
0.109411,0.837598
0.458402,0.75329
0.226814,0.690674
0.400109,0.578492
0.00291739,0.226641
0.00657384,0.786262
0.291368,0.583142
0.997488,0.684768
0.0939682,0.677156
0.440501,0.94566
0.961424,0.713433
0.469525,0.574052
0.216298,0.412175
0.228365,0.94578
0.556246,0.681016
0.00330157,0.665656
0.518614,0.461704
0.418946,0.745428
0.152378,0.819055
0.32392,0.155295
0.0456965,0.330494
0.941557,0.337065
0.913636,0.939045
0.0218331,0.00760409
0.616201,0.462334
0.953264,0.577625
0.175767,0.422789
0.151677,0.392065
0.834965,0.380042
0.337845,0.39121
0.0610576,0.341146
0.0568662,0.579672
0.80285,0.475812
0.3251,0.955228
0.294867,0.64902
0.110523,0.340564
0.979514,0.0520802
0.677628,0.893149
0.991125,0.699461
0.900754,0.607327
0.161795,0.854017
0.184952,0.337562
0.276807,0.336629
0.729627,0.111771
0.71667,0.0674718
0.502982,0.777728
0.408618,0.559848
0.357399,0.211468
0.0356599,0.682499
0.166696,0.330527
0.331519,0.277219
0.671091,0.311032
0.329299,0.348719
0.204182,0.320425
0.0481803,0.104936
0.927751,0.209976
0.958953,0.112703
0.547538,0.23576
0.449331,0.277165
0.347531,0.166001
0.344637,0.850513
0.943729,0.753255
0.410361,0.301128
0.964723,0.44602
0.983627,0.131419
0.776547,0.315146
0.408638,0.447638
0.626179,0.737937
0.796357,0.83036
0.0583619,0.844537
0.935296,0.986113
0.0545128,0.894249
0.0988158,0.60205
0.130008,0.548147
0.879215,0.477539
0.714149,0.223852
0.328052,0.657878
0.977107,0.738413
0.959006,0.94183
0.184433,0.942633
0.0732482,0.96098
0.257779,0.481886
0.408618,0.883958
0.219823,0.204975
0.714318,0.278185
0.0495123,0.649614
0.264298,0.104025
0.543863,0.363114
0.706076,0.673872
0.911261,0.585291
0.151411,0.62541
0.809143,0.479463
0.283287,0.78625
0.217876,0.242293
0.728079,0.402309
0.184927,0.801328
0.363289,0.442706
0.283214,0.771907
0.326664,0.503037
0.976882,0.0409825
0.781223,0.0263946
0.690597,0.0455211
0.13042,0.23446
0.408635,0.836495
0.908331,0.319897
0.421786,0.0597422
0.945307,0.230929
0.539205,0.228594
0.017179,0.757081
0.470888,0.745258
0.159389,0.655814
0.546586,0.522678
0.0985206,0.8298
0.294585,0.425185
0.332837,0.271468
0.466167,0.114059
0.297862,0.156764
0.15958,0.428282
0.391224,0.568216
0.264777,0.299555
0.888113,0.686564
0.359297,0.833419
0.917493,0.898502
0.0620136,0.934672
0.655583,0.532901
0.67993,0.814973
0.188716,0.226516
0.337651,0.287236
0.0563156,0.632236
0.712421,0.389152
0.903704,0.178588
0.503212,0.201566
0.335352,0.662792
0.629849,0.726576
0.231008,0.894626
0.0261305,0.119121
0.58119,0.385428
0.95254,0.498683
0.28393,0.0145538
0.433355,0.939513
0.547455,0.113285
0.754486,0.736171
0.339801,0.092137
0.023407,0.396117
0.724373,0.735828
0.785269,0.628077
0.914416,0.288481
0.829644,0.249768
0.951273,0.459492
0.976343,0.182281
0.354118,0.00247398
0.301402,0.935308
0.387902,0.253942
0.433991,0.671832
0.268496,0.867346
0.611345,0.815951
0.980631,0.365831
0.552122,0.320432
0.457968,0.575529
0.716548,0.182342
0.311357,0.501817
0.810419,0.225772
0.790298,0.640063
0.47554,0.741571
0.0995555,0.451884
0.923852,0.453674
0.454358,0.225254
0.388982,0.84226
0.479195,0.822973
0.514091,0.747691
0.690318,0.125437
0.563642,0.670949
0.491268,0.115764
0.991381,0.949237
0.691292,0.707929
0.131578,0.00264884
0.209746,0.941998
0.228421,4.41475e-05
0.582061,0.703962
0.741615,0.681616
0.155845,0.665467
0.13529,0.610203
0.89072,0.524272
0.452463,0.369916
0.347245,0.966554
0.117607,0.0375636
0.0919909,0.681249
0.708513,0.583259
0.797013,0.699893
0.532496,0.488305
0.407822,0.664074
0.490954,0.617568
0.606072,0.719375
0.617612,0.188133
0.423337,0.359227
0.869749,0.579183
0.0246942,0.00503928
0.189386,0.915415
0.529312,0.641849
0.285331,0.876557
0.608403,0.402938
0.91412,0.700394
0.0841871,0.622633
0.283653,0.8812
0.322526,0.816149
0.369505,0.730348
0.480223,0.860459
0.347916,0.0862946
0.579835,0.965528
0.274427,0.00317191
0.324755,0.144176
0.582354,0.349449
0.149216,0.77174
0.264864,0.678527
0.413589,0.550195
0.555084,0.0219917
0.953133,0.469204
0.722385,0.0373196
0.0918369,0.00603813
0.91852,0.414363
0.822187,0.288025
0.144711,0.302409
0.148484,0.492626
0.388704,0.728319
0.458154,0.663131
0.731491,0.78291
0.807308,0.313846
0.132359,0.956524
0.0855858,0.397223
0.635051,0.499175
0.947418,0.190135
0.521166,0.90055
0.659339,0.243552
0.93787,0.751176
0.24959,0.856389
0.165539,0.0717766
0.144414,0.310249
0.374186,0.292899
0.802875,0.76289
0.0212177,0.26103
0.426021,0.752709
0.0439392,0.233329
0.0665542,0.176298
0.189853,0.15214
0.573521,0.824903
0.651315,0.520939
0.0150382,0.172481
0.421489,0.674377
0.416033,0.359359
0.425553,0.665623
0.215748,0.591091
0.7374,0.360162
0.90134,0.111586
0.653061,0.704216
0.874475,0.674279
0.965245,0.300497
0.426987,0.00918449
0.533826,0.493542
0.185483,0.723678
0.645682,0.759004
0.548582,0.296996
0.279942,0.56362
0.469478,0.701431
0.237997,0.885511
0.06079,0.66355
0.551134,0.276538
0.254641,0.288534
0.6367,0.155981
0.400119,0.289761
0.860197,0.274595
0.96404,0.825442
0.575091,0.391027
0.834627,0.108917
0.884569,0.0201093
0.832595,0.53025
0.779113,0.381177
0.827247,0.0590555
0.944797,0.296724
0.760487,0.182794
0.182235,0.821277
0.846344,0.733369
0.0978147,0.100985
0.0219027,0.734515
0.256966,0.422022
0.0242761,0.117163
0.696617,0.988316
0.942605,0.271708
0.379343,0.777232
0.380625,0.263911
0.797341,0.21322
0.794162,0.576454
0.594397,0.621408
0.635509,0.539194
0.918133,0.395996
0.721988,0.100368
0.217273,0.568332
0.833737,0.315088
0.669316,0.85564
0.0496028,0.926282
0.277661,0.0738789
0.0434448,0.974278
0.0621947,0.98605
0.245986,0.441538
0.763281,0.626611
0.705449,0.560622
0.839831,0.499611
0.137076,0.434228
0.121019,0.772586
0.973422,0.0391512
0.168582,0.69541
0.139519,0.385855
0.263742,0.973256
0.700943,0.933058
0.828895,0.750546
0.85934,0.106557
0.824425,0.902785
0.0808346,0.88662
0.888835,0.32682
0.328157,0.652116
0.953431,0.033606
0.212739,0.793262
0.533216,0.349815
0.22749,0.654235
0.122401,0.200912
0.693386,0.290983
0.896323,0.832905
0.676839,0.160065
0.806161,0.377782
0.0931231,0.635056
0.128328,0.952464
0.741613,0.952753
0.855249,0.822448
0.839372,0.744084
0.149268,0.167529
0.3962,0.102699
0.201135,0.608939
0.895961,0.734352
0.958754,0.123451
0.388587,0.0811552
0.324363,0.0819732
0.372139,0.220685
0.914879,0.0489776
0.38075,0.72104
0.42676,0.473873
0.356096,0.555087
0.426336,0.0977094
0.50784,0.281585
0.920157,0.347212
0.0256688,0.0694253
0.514741,0.421869
0.172124,0.715876
0.0308076,0.0680851
0.450228,0.989562
0.191536,0.838815
0.0707168,0.515898
0.920788,0.442855
0.736583,0.835667
0.491833,0.117333
0.556706,0.918593
0.591206,0.912803
0.47368,0.0175426
0.010512,0.98152
0.299128,0.930669
0.328732,0.324797
9.4593e-05,0.843473
0.746666,0.172219
0.55935,0.777473
0.240304,0.00957785
0.767035,0.43184
0.848393,0.837751
0.947738,0.769181
0.280607,0.684321
0.604847,0.77244
0.801654,0.161554
0.691032,0.392861
0.0743561,0.164712
0.410403,0.0848682
0.146232,0.709531
0.0155374,0.474964
0.0343277,0.015632
0.318438,0.780993
0.187851,0.877788
0.558466,0.428155
0.887365,0.325501
0.859995,0.735758
0.163252,0.807733
0.504939,0.443859
0.492054,0.109786
0.216299,0.293708
0.271339,0.907332
0.686569,0.345695
0.072044,0.0969719
0.430564,0.218276
0.806503,0.446101
0.693241,0.840831
0.461733,0.0116783
0.621824,0.649584
0.889466,0.18029
0.0777391,0.776831
0.505791,0.937734
0.512589,0.669044
0.745466,0.0175278
0.112903,0.23752
0.127314,0.329202
0.531228,0.398653
0.236534,0.217797
0.744349,0.308578
0.314769,0.174912
0.526854,0.121272
0.621013,0.220095
0.962102,0.0827463
0.231773,0.583926
0.73233,0.121239
0.764217,0.810069
0.89807,0.270008
0.747803,0.410659
0.939052,0.493269
0.428187,0.0519547
0.730789,0.555501
0.381157,0.262018
0.954154,0.617691
0.479815,0.698502
0.926268,0.794583
0.873414,0.453122
0.915855,0.494428
0.673217,0.877958
0.577174,0.90499
0.461884,0.309504
0.0262289,0.226101
0.119574,0.924299
0.496109,0.867377
0.334958,0.43516
0.360646,0.763145
0.487115,0.0914357
0.318646,0.868272
0.353453,0.272799
0.485963,0.833268
0.971301,0.412231
0.627851,0.844716
0.865353,0.543706
0.339143,0.538571
0.421664,0.916317
0.443561,0.883548
0.225822,0.46979
0.109649,0.345395
0.394088,0.605757
0.212772,0.729046
0.0409176,0.573418
0.492191,0.528033
0.664854,0.810837
0.396305,0.0183072
0.0836363,0.882267
0.851575,0.0549378
0.294498,0.479426
0.899654,0.159852
0.0231327,0.238797
0.698422,0.444797
0.155114,0.141983
0.328344,0.380936
0.611773,0.437993
0.726331,0.00586111
0.0437501,0.939103
0.734908,0.0846677
0.512521,0.227099
0.6127,0.177375
0.037936,0.00900488
0.195682,0.121572
0.891272,0.0472575
0.17651,0.18577
0.526684,0.0761637
0.345622,0.549816
0.314961,0.0440439
0.994613,0.470075
0.186027,0.322957
0.851011,0.797799
0.76095,0.577342
0.803661,0.8047
0.516446,0.538568
0.889368,0.0289671
0.765667,0.502068
0.206342,0.803603
0.511073,0.402025
0.925175,0.402345
0.449282,0.101686
0.588115,0.975966
0.177849,0.933737
0.525783,0.49281
0.977781,0.520396
0.962885,0.163808
0.843353,0.813896
0.961607,0.604303
0.391239,0.765268
0.409004,0.907684
0.303836,0.298372
0.936651,0.069503
0.800441,0.142994
0.873106,0.311514
0.545018,0.798282
0.713859,0.994301
0.899967,0.301975
0.970267,0.0778164
0.235712,0.496049
0.570626,0.213493
0.0164451,0.533512
0.3773,0.859798
0.347408,0.338908
0.464102,0.738647
0.104175,0.873106
0.646331,0.408011
0.171478,0.582982
0.477514,0.971918
0.725976,0.35062
0.283432,0.270994
0.148902,0.997292
0.265295,0.048869
0.299266,0.235562
0.126685,0.534978
0.731612,0.697312
0.748471,0.748057
0.230823,0.125771
0.607855,0.578231
0.464678,0.0719565
0.316878,0.568854
0.945062,0.963209
0.976865,0.11654
0.546191,0.454379
0.088458,0.272167
0.804999,0.37189
0.543161,0.953901
0.369182,0.808456
0.00276971,0.668448
0.0440186,0.129455
0.203426,0.77563
0.826767,0.951896
0.523687,0.0575904
0.0776672,0.131542
0.635822,0.542346
0.203498,0.952699
0.111199,0.14856
0.915908,0.0880639
0.2651,0.462099
0.542443,0.353558
0.734265,0.347442
0.725448,0.277427
0.301342,0.09463
0.0858831,0.304112
0.763078,0.129902
0.433567,0.966504
0.905532,0.260334
0.9184,0.429219
0.317924,0.996067
0.560761,0.953746
0.538413,0.764259
0.906446,0.649612
0.912819,0.822353
0.737676,0.177919
0.284452,0.280118
0.531477,0.0187176
0.62756,0.256925
0.296144,0.928902
0.351555,0.382027
0.233014,0.114633
0.511929,0.666581
0.081137,0.417461
0.926915,0.999537
0.84668,0.24484
0.995604,0.40744
0.198586,0.534017
0.171699,0.105032
0.183629,0.0845181
0.927385,0.921305
0.262437,0.211837
0.201423,0.793914
0.230555,0.828983
0.05084,0.526699
0.757885,0.402395
0.908726,0.990899
0.517029,0.420655
0.65748,0.598166
0.838116,0.584396
0.597703,0.684795
0.829236,0.593307
0.0922357,0.0278215
0.127323,0.263935
0.132853,0.310952
0.348453,0.060238
0.232257,0.61089
0.272075,0.43368
0.404805,0.50263
0.262663,0.455645
0.0293288,0.0205477
0.85804,0.938055
0.0114469,0.375069
0.35871,0.668927
0.973235,0.196826
0.253323,0.570937
0.881621,0.0825586
0.164244,0.973857
0.11038,0.291567
0.237792,0.243233
0.60252,0.586245
0.303471,0.834776
0.197135,0.575546
0.268456,0.601939
0.0781763,0.531119
0.0575841,0.107505
0.551666,0.915624
0.0455602,0.563113
0.290693,0.40427
0.232041,0.263928
0.601096,0.485364
0.834865,0.482718
0.567922,0.999109
0.456575,0.678302
0.290676,0.694367
0.921536,0.893195
0.280612,0.225007
0.727972,0.477746
0.800553,0.996427
0.079686,0.87873
0.527546,0.13727
0.986235,0.0792123
0.0528943,0.0317949
0.642325,0.343587
0.436065,0.874366
0.607515,0.0371615
0.35973,0.44238
0.519879,0.927652
0.441488,0.976454
0.605954,0.732164
0.670821,0.52749
0.625359,0.951433
0.752497,0.353331
0.429179,0.55305
0.349758,0.508865
0.43178,0.877304
0.646135,0.418015
0.956517,0.69903
0.44981,0.598842
0.0426169,0.885875
0.473208,0.650132
0.923036,0.832938
0.0925113,0.442915
0.76059,0.533999
0.41937,0.366544
0.266163,0.0901907
0.894034,0.891523
0.0416233,0.646531
0.244854,0.470802
0.199581,0.594612
0.979668,0.631361
0.471917,0.625803
0.0493755,0.428433
0.324832,0.499185
0.0272756,0.367449
0.38506,0.500484
0.017581,0.308096
0.333421,0.110092
0.751011,0.0940111
0.644092,0.170381
0.460555,0.910255
0.260572,0.354589
0.801778,0.302195
0.00111992,0.0466319
0.772997,0.200701
0.641244,0.752665
0.832062,0.113161
0.378468,0.881437
0.541594,0.7033
0.380622,0.56887
0.0707493,0.765682
0.0693534,0.0883304
0.0737779,0.402775
0.198423,0.824789
0.496786,0.842515
0.99517,0.957341
0.75277,0.255742
0.31193,0.554548
0.557937,0.31305
0.60118,0.330935
0.513751,0.242424
0.0835996,0.345813
0.355585,0.462067
0.22725,0.897179
0.165367,0.607873
0.466049,0.236117
0.373555,0.535402
0.324447,0.447333
0.938177,0.52287
0.272122,0.434963
0.365385,0.267292
0.392304,0.118154
0.523034,0.704234
0.672702,0.0809713
0.0172836,0.273882
0.411906,0.531035
0.516306,0.495505
0.876847,0.871891
0.957573,0.104098
0.76907,0.12294
0.71197,0.235119
0.359057,0.0855246
0.770521,0.683504
0.532857,0.708697
0.206374,0.804979
0.14366,0.571759
0.0722711,0.535964
0.689913,0.595305
0.240198,0.362616
0.676277,0.257481
0.636498,0.0881825
0.788516,0.152804
0.583688,0.665363
0.0246955,0.541261
0.769461,0.793765
0.664201,0.481431
0.028884,0.023258
0.566955,0.799405
0.706762,0.0998126
0.508102,0.913136
0.904792,0.651762
0.484895,0.977063
0.187726,0.174808
0.572368,0.427923
0.537424,0.248644
0.685405,0.173922
0.336827,0.47392
0.326727,0.920515
0.139284,0.351422
0.461776,0.908744
0.145187,0.125977
0.390175,0.174071
0.149234,0.957131
0.973476,0.855997
0.0569431,0.481578
0.769133,0.961735
0.13334,0.254028
0.938797,0.321066
0.428836,0.511165
0.748989,0.96626
0.75981,0.434394
0.140182,0.0966365
0.908314,0.466909
0.0171513,0.0475975
0.818331,0.478927
0.956342,0.963518
0.604903,0.346517
0.13759,0.754138
0.303647,0.111066
0.610135,0.360591
0.592644,0.379268
0.322325,0.725983
0.633296,0.261122
0.047049,0.062132
0.772287,0.796038
0.0283923,0.532097
0.230432,0.168575
0.628733,0.138746
0.635484,0.645885
0.186343,0.453815
0.124812,0.142685
0.417333,0.729715
0.489202,0.554923
0.483853,0.792849
0.665989,0.0939875
0.15344,0.258632
0.473255,0.475765
0.984616,0.106551
0.736887,0.0316649
0.168683,0.509175
0.827703,0.197075
0.0412716,0.0581344
0.36565,0.670005
0.19688,0.00113336
0.31589,0.383223
0.454948,0.440701
0.525908,0.872281
0.170416,0.0151096
0.427204,0.654269
0.807959,0.0931926
0.748257,0.961399
0.351825,0.221512
0.437164,0.336441
0.328063,0.174051
0.368106,0.496745
0.683225,0.195809
0.69382,0.724497
0.253943,0.0594702
0.394502,0.450823
0.0606035,0.710392
0.834046,0.515551
0.151093,0.359954
0.387832,0.32151
0.375063,0.815036
0.975779,0.183022
0.908229,0.724036
0.144421,0.260054
0.945548,0.581584
0.596495,0.273611
0.755635,0.9646
0.770356,0.43886
0.160409,0.464176
0.163357,0.414352
0.523647,0.557859
0.865175,0.58425
0.268251,0.699221
0.0998016,0.419345
0.0591742,0.487634
0.740854,0.434237
0.30267,0.716634
0.617259,0.210899
0.44067,0.76168
0.470952,0.386218
0.343264,0.067447
0.659828,0.0988988
0.0320474,0.430184
0.537759,0.192456
0.894361,0.701116
0.606808,0.418007
0.258976,0.471983
0.00225748,0.527227
0.171204,0.102059
0.946571,0.230378
0.589693,0.687426
0.664615,0.892363
0.404059,0.281875
0.103262,0.844729
0.0435545,0.574214
0.230947,0.386818
0.641661,0.890775
0.485717,0.673709
0.320959,0.0234762
0.866165,0.21532
0.724593,0.472973
0.633327,0.983568
0.944956,0.635585
0.510795,0.11616
0.737644,0.457366
0.346538,0.327337
0.144792,0.0111535
0.2197,0.548852
0.293028,0.322962
0.393581,0.336583
0.897176,0.624527
0.723401,0.538837
0.515302,0.209118
0.212545,0.836262
0.232594,0.0787104
0.0515819,0.957187
0.551684,0.684909
0.940755,0.49664
0.320494,0.45155
0.6128,0.0581383
0.908916,0.959338
0.385475,0.0537086
0.970492,0.605175
0.60256,0.26352
0.928137,0.996141
0.600102,0.825313
0.620668,0.323504
0.36415,0.135971
0.532622,0.576695
0.972232,0.765216
0.655405,0.0238144
0.722403,0.207089
0.708724,0.663158
0.703729,0.029218
0.114708,0.316529
